<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.04.03	00:00:03.998	2.01822	2.01973			6
2026.04.03	00:00:11.890	2.02022	2.02222			6
2026.04.03	00:00:12.882	2.02025	2.02225			6
2026.04.03	00:00:14.229	2.02026	2.02226			6
2026.04.03	00:00:14.785	2.02027	2.02227			6
2026.04.03	00:00:14.817	2.02028	2.02228			6
2026.04.03	00:00:15.982	2.02029	2.02229			6
2026.04.03	00:00:23.413	2.02017	2.02044			6
2026.04.03	00:00:31.120	2.02030	2.02057			6
2026.04.03	00:00:51.012	2.01974	2.02115			6
2026.04.03	00:01:01.708	2.01925				2
2026.04.03	00:01:06.660	2.01947				2
2026.04.03	00:01:11.712	2.01955				2
2026.04.03	00:01:32.944	2.01963	2.02062			6
2026.04.03	00:02:00.463	2.02019	2.02048			6
2026.04.03	00:02:03.235	2.02018				2
2026.04.03	00:02:42.993	2.02017				2
2026.04.03	00:03:30.429	2.02017	2.02055			6
2026.04.03	00:03:52.852		2.02048			4
2026.04.03	00:04:00.244	2.02016				2
2026.04.03	00:04:02.050	2.02015				2
2026.04.03	00:04:25.451		2.02055			4
2026.04.03	00:04:37.575	2.02014				2
2026.04.03	00:05:00.241	2.02015				2
2026.04.03	00:05:00.452	2.02010				2
2026.04.03	00:05:00.598		2.02048			4
2026.04.03	00:05:00.659	2.02023	2.02050			6
2026.04.03	00:05:00.690	2.02024	2.02055			6
2026.04.03	00:05:00.861	2.02031	2.02058			6
2026.04.03	00:05:02.353	2.02027	2.02054			6
2026.04.03	00:05:05.247	2.02033	2.02060			6
2026.04.03	00:05:05.507	2.02044	2.02078			6
2026.04.03	00:05:05.690	2.02048				2
2026.04.03	00:05:11.476	2.02047				2
2026.04.03	00:05:13.268	2.02046				2
2026.04.03	00:05:13.507	2.02039				2
2026.04.03	00:05:15.304	2.02046				2
2026.04.03	00:05:17.806	2.02034	2.02061			6
2026.04.03	00:05:40.001	2.02028	2.02055			6
2026.04.03	00:05:42.896	2.02035	2.02143			6
2026.04.03	00:05:52.067		2.02144			4
2026.04.03	00:05:52.605		2.02149			4
2026.04.03	00:05:56.890		2.02148			4
2026.04.03	00:05:57.073	2.02064				2
2026.04.03	00:06:05.091	2.02036				2
2026.04.03	00:06:06.686	2.02028				2
2026.04.03	00:06:37.385		2.02149			4
2026.04.03	00:06:37.572	2.02031				2
2026.04.03	00:07:23.666	2.01840	2.02140			6
2026.04.03	00:07:26.737	2.02038				2
2026.04.03	00:07:26.934	2.02037				2
2026.04.03	00:07:27.107	2.02048				2
2026.04.03	00:07:27.322	2.02037				2
2026.04.03	00:07:27.645		2.02139			4
2026.04.03	00:07:27.675		2.02140			4
2026.04.03	00:07:28.046		2.02139			4
2026.04.03	00:07:28.075		2.02140			4
2026.04.03	00:07:28.135	2.02045				2
